Date,Open,High,Low,Close,Adj Close,Volume
2025-01-17,6.52,6.53,6.41,6.43,6.43,204667
2025-01-20,6.43,6.44,6.34,6.36,6.36,242474
2025-01-21,6.36,6.37,6.29,6.29,6.29,171206
2025-01-22,6.29,6.31,6.23,6.23,6.23,246579
2025-01-23,6.23,6.29,6.23,6.29,6.29,233971
2025-01-24,6.29,6.30,6.22,6.23,6.23,228527
2025-01-27,6.23,6.24,6.12,6.14,6.14,172846
2025-01-28,6.14,6.18,6.14,6.16,6.16,198081
2025-01-29,6.16,6.23,6.14,6.22,6.22,102677
2025-01-30,6.22,6.26,6.21,6.25,6.25,218556
2025-01-31,6.25,6.26,6.16,6.16,6.16,99624
2025-02-03,6.16,6.26,6.16,6.25,6.25,121349
2025-02-04,6.25,6.26,6.19,6.20,6.20,171261
2025-02-05,6.20,6.24,6.19,6.24,6.24,145930
2025-02-06,6.24,6.24,6.15,6.17,6.17,195535
2025-02-07,6.17,6.18,6.11,6.12,6.12,131717
2025-02-10,6.12,6.19,6.11,6.18,6.18,206113
2025-02-11,6.18,6.24,6.17,6.23,6.23,173923
2025-02-12,6.23,6.30,6.22,6.29,6.29,131572
2025-02-13,6.29,6.35,6.29,6.33,6.33,143109
2025-02-14,6.33,6.35,6.28,6.29,6.29,136319
2025-02-17,6.29,6.29,6.19,6.20,6.20,209088
2025-02-18,6.20,6.29,6.19,6.28,6.28,228855
2025-02-19,6.28,6.36,6.27,6.35,6.35,185767
2025-02-20,6.35,6.42,6.34,6.41,6.41,154712
2025-02-21,6.41,6.43,6.32,6.32,6.32,189371
2025-02-24,6.32,6.33,6.27,6.27,6.27,95965
2025-02-25,6.27,6.28,6.19,6.19,6.19,217517
2025-02-26,6.19,6.20,6.15,6.17,6.17,182276
2025-02-27,6.17,6.20,6.16,6.18,6.18,141301
2025-02-28,6.18,6.18,6.16,6.16,6.16,157983
2025-03-03,6.16,6.24,6.16,6.23,6.23,144003
2025-03-04,6.23,6.30,6.23,6.29,6.29,162846
2025-03-05,6.29,6.34,6.28,6.33,6.33,168470
2025-03-06,6.33,6.36,6.32,6.35,6.35,160576
2025-03-07,6.35,6.36,6.26,6.27,6.27,108039
2025-03-10,6.27,6.28,6.22,6.24,6.24,210122
2025-03-11,6.24,6.24,6.18,6.20,6.20,237333
2025-03-12,6.20,6.21,6.18,6.20,6.20,248077
2025-03-13,6.20,6.21,6.12,6.12,6.12,208659
2025-03-14,6.12,6.13,6.11,6.13,6.13,169344
2025-03-17,6.13,6.14,6.04,6.05,6.05,213907
2025-03-18,6.05,6.06,5.99,6.01,6.01,210750
2025-03-19,6.01,6.09,5.99,6.09,6.09,146619
2025-03-20,6.09,6.10,6.06,6.07,6.07,179958
2025-03-21,6.07,6.16,6.05,6.15,6.15,189582
2025-03-24,6.15,6.19,6.14,6.18,6.18,212365
2025-03-25,6.18,6.19,6.13,6.14,6.14,191294
2025-03-26,6.14,6.19,6.14,6.17,6.17,196710
2025-03-27,6.17,6.18,6.14,6.16,6.16,114401
2025-03-28,6.16,6.20,6.14,6.19,6.19,159736
2025-03-31,6.19,6.20,6.12,6.14,6.14,95748
2025-04-01,6.14,6.22,6.12,6.21,6.21,186079
2025-04-02,6.21,6.24,6.20,6.23,6.23,123813
2025-04-03,6.23,6.31,6.23,6.30,6.30,208507
2025-04-04,6.30,6.30,6.23,6.25,6.25,127995
2025-04-07,6.25,6.31,6.23,6.31,6.31,216096
2025-04-08,6.31,6.32,6.26,6.26,6.26,217976
2025-04-09,6.26,6.27,6.18,6.19,6.19,113693
2025-04-10,6.19,6.26,6.18,6.25,6.25,137286
2025-04-11,6.25,6.27,6.23,6.26,6.26,131032
2025-04-14,6.26,6.27,6.20,6.22,6.22,118171
2025-04-15,6.22,6.23,6.19,6.20,6.20,157033
2025-04-16,6.20,6.22,6.20,6.21,6.21,156597
2025-04-17,6.21,6.21,6.14,6.15,6.15,169400
2025-04-18,6.15,6.18,6.13,6.17,6.17,221067
2025-04-21,6.17,6.18,6.09,6.09,6.09,112710
2025-04-22,6.09,6.12,6.08,6.11,6.11,185238
2025-04-23,6.11,6.12,6.05,6.06,6.06,170815
2025-04-24,6.06,6.10,6.05,6.08,6.08,198966
2025-04-25,6.08,6.10,6.07,6.10,6.10,204598
2025-04-28,6.10,6.10,6.05,6.06,6.06,205672
2025-04-29,6.06,6.06,6.01,6.01,6.01,192547
2025-04-30,6.01,6.03,6.00,6.01,6.01,247456
2025-05-01,6.01,6.01,6.00,6.01,6.01,135708
2025-05-02,6.01,6.08,6.00,6.08,6.08,196259
2025-05-05,6.08,6.10,6.08,6.08,6.08,194703
2025-05-06,6.08,6.08,6.06,6.07,6.07,151008
2025-05-07,6.07,6.09,6.06,6.09,6.09,117365
2025-05-08,6.09,6.11,6.04,6.04,6.04,137581
2025-05-09,6.04,6.05,6.00,6.01,6.01,146534
2025-05-12,6.01,6.03,5.98,6.00,6.00,164411
2025-05-13,6.00,6.09,5.99,6.08,6.08,167929
2025-05-14,6.08,6.18,6.08,6.17,6.17,245304
2025-05-15,6.17,6.19,6.17,6.18,6.18,97179
2025-05-16,6.18,6.19,6.14,6.15,6.15,161326
2025-05-19,6.15,6.16,6.13,6.15,6.15,103309
2025-05-20,6.15,6.17,6.05,6.06,6.06,128114
2025-05-21,6.05,6.09,5.99,6.04,6.04,128251
2025-05-22,6.04,6.08,5.98,6.03,6.03,128388
2025-05-23,6.04,6.08,5.98,6.03,6.03,128525
2025-05-26,6.05,6.09,5.99,6.04,6.04,128662
2025-05-27,6.07,6.11,6.01,6.06,6.06,128799
2025-05-28,6.10,6.14,6.04,6.09,6.09,128936
2025-05-29,6.07,6.11,6.01,6.06,6.06,129073
2025-05-30,6.05,6.09,5.99,6.04,6.04,129210
2025-06-02,6.04,6.08,5.98,6.03,6.03,129347
2025-06-03,6.04,6.08,5.98,6.03,6.03,129484
2025-06-04,6.05,6.09,5.99,6.04,6.04,129621
2025-06-05,6.07,6.11,6.01,6.06,6.06,129758
2025-06-06,6.10,6.14,6.04,6.09,6.09,129895
2025-06-09,6.07,6.11,6.01,6.06,6.06,130032
2025-06-10,6.05,6.09,5.99,6.04,6.04,130169
2025-06-11,6.04,6.08,5.98,6.03,6.03,130306
2025-06-12,6.04,6.08,5.98,6.03,6.03,130443
2025-06-13,6.05,6.09,5.99,6.04,6.04,130580
2025-06-16,6.07,6.11,6.01,6.06,6.06,130717
2025-06-17,6.10,6.14,6.04,6.09,6.09,130854
2025-06-18,6.07,6.11,6.01,6.06,6.06,130991
2025-06-19,6.05,6.09,5.99,6.04,6.04,131128
2025-06-20,6.04,6.08,5.98,6.03,6.03,131265
2025-06-23,6.04,6.08,5.98,6.03,6.03,131402
2025-06-24,6.05,6.09,5.99,6.04,6.04,131539
2025-06-25,6.07,6.11,6.01,6.06,6.06,131676
2025-06-26,6.10,6.14,6.04,6.09,6.09,131813
2025-06-27,6.07,6.11,6.01,6.06,6.06,131950
2025-06-30,6.05,6.09,5.99,6.04,6.04,132087
2025-07-01,6.04,6.08,5.98,6.03,6.03,132224
2025-07-02,6.04,6.08,5.98,6.03,6.03,132361
2025-07-03,6.05,6.09,5.99,6.04,6.04,132498
2025-07-04,6.07,6.11,6.01,6.06,6.06,132635
2025-07-07,6.10,6.14,6.04,6.09,6.09,132772
2025-07-08,6.07,6.11,6.01,6.06,6.06,132909
2025-07-09,6.05,6.09,5.99,6.04,6.04,133046
2025-07-10,6.04,6.08,5.98,6.03,6.03,133183
2025-07-11,6.04,6.08,5.98,6.03,6.03,133320
2025-07-14,6.05,6.09,5.99,6.04,6.04,133457
2025-07-15,6.07,6.11,6.01,6.06,6.06,133594
2025-07-16,6.10,6.14,6.04,6.09,6.09,133731
2025-07-17,6.07,6.11,6.01,6.06,6.06,133868
2025-07-18,6.05,6.09,5.99,6.04,6.04,134005
2025-07-21,6.04,6.08,5.98,6.03,6.03,134142
2025-07-22,6.04,6.08,5.98,6.03,6.03,134279
2025-07-23,6.05,6.09,5.99,6.04,6.04,134416
2025-07-24,6.07,6.11,6.01,6.06,6.06,134553
2025-07-25,6.10,6.14,6.04,6.09,6.09,134690
2025-07-28,6.07,6.11,6.01,6.06,6.06,134827
2025-07-29,6.05,6.09,5.99,6.04,6.04,134964
2025-07-30,6.04,6.08,5.98,6.03,6.03,135101
2025-07-31,6.04,6.08,5.98,6.03,6.03,135238
2025-08-01,6.05,6.09,5.99,6.04,6.04,135375
2025-08-04,6.07,6.11,6.01,6.06,6.06,135512
2025-08-05,6.10,6.14,6.04,6.09,6.09,135649
2025-08-06,6.07,6.11,6.01,6.06,6.06,135786
2025-08-07,6.05,6.09,5.99,6.04,6.04,135923
2025-08-08,6.04,6.08,5.98,6.03,6.03,136060
2025-08-11,6.04,6.08,5.98,6.03,6.03,136197
2025-08-12,6.05,6.09,5.99,6.04,6.04,136334
2025-08-13,6.07,6.11,6.01,6.06,6.06,136471
2025-08-14,6.10,6.14,6.04,6.09,6.09,136608
2025-08-15,6.07,6.11,6.01,6.06,6.06,136745
2025-08-18,6.05,6.09,5.99,6.04,6.04,136882
2025-08-19,6.04,6.08,5.98,6.03,6.03,137019
2025-08-20,6.04,6.08,5.98,6.03,6.03,137156
2025-08-21,6.05,6.09,5.99,6.04,6.04,137293
2025-08-22,6.07,6.11,6.01,6.06,6.06,137430
2025-08-25,6.10,6.14,6.04,6.09,6.09,137567
2025-08-26,6.07,6.11,6.01,6.06,6.06,137704
2025-08-27,6.05,6.09,5.99,6.04,6.04,137841
2025-08-28,6.04,6.08,5.98,6.03,6.03,137978
2025-08-29,6.04,6.08,5.98,6.03,6.03,138115
2025-09-01,6.05,6.09,5.99,6.04,6.04,138252
2025-09-02,6.07,6.11,6.01,6.06,6.06,138389
2025-09-03,6.10,6.14,6.04,6.09,6.09,138526
2025-09-04,6.07,6.11,6.01,6.06,6.06,138663
2025-09-05,6.05,6.09,5.99,6.04,6.04,138800
2025-09-08,6.04,6.08,5.98,6.03,6.03,138937
2025-09-09,6.04,6.08,5.98,6.03,6.03,139074
2025-09-10,6.05,6.09,5.99,6.04,6.04,139211
2025-09-11,6.07,6.11,6.01,6.06,6.06,139348
2025-09-12,6.10,6.14,6.04,6.09,6.09,139485
2025-09-15,6.07,6.11,6.01,6.06,6.06,139622
2025-09-16,6.05,6.09,5.99,6.04,6.04,139759
2025-09-17,6.04,6.08,5.98,6.03,6.03,139896
2025-09-18,6.04,6.08,5.98,6.03,6.03,140033
2025-09-19,6.05,6.09,5.99,6.04,6.04,140170
2025-09-22,6.07,6.11,6.01,6.06,6.06,140307
2025-09-23,6.10,6.14,6.04,6.09,6.09,140444
2025-09-24,6.07,6.11,6.01,6.06,6.06,140581
2025-09-25,6.05,6.09,5.99,6.04,6.04,140718
2025-09-26,6.04,6.08,5.98,6.03,6.03,140855
2025-09-29,6.04,6.08,5.98,6.03,6.03,140992
2025-09-30,6.05,6.09,5.99,6.04,6.04,141129
2025-10-01,6.07,6.11,6.01,6.06,6.06,141266
2025-10-02,6.10,6.14,6.04,6.09,6.09,141403
2025-10-03,6.07,6.11,6.01,6.06,6.06,141540
2025-10-06,6.05,6.09,5.99,6.04,6.04,141677
2025-10-07,6.04,6.08,5.98,6.03,6.03,141814
2025-10-08,6.04,6.08,5.98,6.03,6.03,141951
2025-10-09,6.05,6.09,5.99,6.04,6.04,142088
2025-10-10,6.07,6.11,6.01,6.06,6.06,142225
2025-10-13,6.10,6.14,6.04,6.09,6.09,142362
2025-10-14,6.07,6.11,6.01,6.06,6.06,142499
2025-10-15,6.05,6.09,5.99,6.04,6.04,142636
2025-10-16,6.04,6.08,5.98,6.03,6.03,142773
2025-10-17,6.04,6.08,5.98,6.03,6.03,142910
2025-10-20,6.05,6.09,5.99,6.04,6.04,143047
2025-10-21,6.07,6.11,6.01,6.06,6.06,143184
2025-10-22,6.10,6.14,6.04,6.09,6.09,143321
2025-10-23,6.07,6.11,6.01,6.06,6.06,143458
2025-10-24,6.05,6.09,5.99,6.04,6.04,143595
2025-10-27,6.04,6.08,5.98,6.03,6.03,143732
2025-10-28,6.04,6.08,5.98,6.03,6.03,143869
2025-10-29,6.05,6.09,5.99,6.04,6.04,144006
2025-10-30,6.07,6.11,6.01,6.06,6.06,144143
2025-10-31,6.10,6.14,6.04,6.09,6.09,144280
2025-11-03,6.07,6.11,6.01,6.06,6.06,144417
2025-11-04,6.05,6.09,5.99,6.04,6.04,144554
2025-11-05,6.04,6.08,5.98,6.03,6.03,144691
2025-11-06,6.04,6.08,5.98,6.03,6.03,144828
2025-11-07,6.05,6.09,5.99,6.04,6.04,144965
2025-11-10,6.07,6.11,6.01,6.06,6.06,145102
2025-11-11,6.10,6.14,6.04,6.09,6.09,145239
2025-11-12,6.07,6.11,6.01,6.06,6.06,145376
2025-11-13,6.05,6.09,5.99,6.04,6.04,145513
2025-11-14,6.04,6.08,5.98,6.03,6.03,145650
