Date,Open,High,Low,Close,Adj Close,Volume
2024-08-15,6.38,6.41,6.36,6.40,6.40,174376
2024-08-16,6.40,6.44,6.39,6.43,6.43,155879
2024-08-19,6.43,6.45,6.33,6.34,6.34,114121
2024-08-20,6.34,6.34,6.30,6.32,6.32,205808
2024-08-21,6.32,6.32,6.29,6.29,6.29,114463
2024-08-22,6.29,6.34,6.29,6.32,6.32,156008
2024-08-23,6.32,6.42,6.31,6.40,6.40,117961
2024-08-26,6.40,6.49,6.39,6.49,6.49,202342
2024-08-27,6.49,6.50,6.39,6.39,6.39,196098
2024-08-28,6.39,6.41,6.38,6.39,6.39,151764
2024-08-29,6.39,6.48,6.37,6.47,6.47,154273
2024-08-30,6.47,6.47,6.40,6.40,6.40,139983
2024-09-02,6.40,6.41,6.35,6.37,6.37,171568
2024-09-03,6.37,6.37,6.33,6.34,6.34,92823
2024-09-04,6.34,6.40,6.33,6.38,6.38,203774
2024-09-05,6.38,6.45,6.37,6.45,6.45,231560
2024-09-06,6.45,6.50,6.44,6.49,6.49,194273
2024-09-09,6.49,6.50,6.44,6.44,6.44,145798
2024-09-10,6.44,6.46,6.41,6.41,6.41,228431
2024-09-11,6.41,6.45,6.41,6.44,6.44,242292
2024-09-12,6.44,6.44,6.38,6.39,6.39,249661
2024-09-13,6.39,6.40,6.36,6.37,6.37,161471
2024-09-16,6.37,6.37,6.29,6.31,6.31,191905
2024-09-17,6.31,6.39,6.30,6.38,6.38,120747
2024-09-18,6.38,6.40,6.33,6.34,6.34,220337
2024-09-19,6.34,6.42,6.33,6.40,6.40,122588
2024-09-20,6.40,6.43,6.39,6.42,6.42,111838
2024-09-23,6.42,6.42,6.33,6.34,6.34,95696
2024-09-24,6.34,6.34,6.31,6.31,6.31,144598
2024-09-25,6.31,6.33,6.25,6.27,6.27,195657
2024-09-26,6.27,6.27,6.20,6.22,6.22,137240
2024-09-27,6.22,6.29,6.20,6.29,6.29,152727
2024-09-30,6.29,6.31,6.27,6.31,6.31,173209
2024-10-01,6.31,6.31,6.26,6.28,6.28,226646
2024-10-02,6.28,6.29,6.23,6.24,6.24,130576
2024-10-03,6.24,6.34,6.24,6.33,6.33,163316
2024-10-04,6.33,6.33,6.24,6.24,6.24,156272
2024-10-07,6.24,6.27,6.24,6.25,6.25,163196
2024-10-08,6.25,6.27,6.19,6.20,6.20,244422
2024-10-09,6.20,6.20,6.12,6.13,6.13,192539
2024-10-10,6.13,6.13,6.07,6.07,6.07,238726
2024-10-11,6.07,6.13,6.05,6.12,6.12,192514
2024-10-14,6.12,6.21,6.11,6.20,6.20,146412
2024-10-15,6.20,6.21,6.10,6.10,6.10,98939
2024-10-16,6.10,6.13,6.09,6.12,6.12,181540
2024-10-17,6.12,6.16,6.12,6.14,6.14,148830
2024-10-18,6.14,6.20,6.12,6.19,6.19,232760
2024-10-21,6.19,6.20,6.10,6.11,6.11,168023
2024-10-22,6.11,6.15,6.09,6.14,6.14,143433
2024-10-23,6.14,6.15,6.13,6.14,6.14,108076
2024-10-24,6.14,6.16,6.07,6.08,6.08,120311
2024-10-25,6.08,6.12,6.07,6.10,6.10,102108
2024-10-28,6.10,6.15,6.09,6.14,6.14,162961
2024-10-29,6.14,6.22,6.12,6.21,6.21,104061
2024-10-30,6.21,6.22,6.20,6.20,6.20,152600
2024-10-31,6.20,6.27,6.19,6.27,6.27,249087
2024-11-01,6.27,6.29,6.26,6.28,6.28,124839
2024-11-04,6.28,6.36,6.27,6.35,6.35,208483
2024-11-05,6.35,6.37,6.33,6.34,6.34,216572
2024-11-06,6.34,6.38,6.33,6.36,6.36,218765
2024-11-07,6.36,6.36,6.28,6.30,6.30,209226
2024-11-08,6.30,6.31,6.28,6.29,6.29,249234
2024-11-11,6.29,6.30,6.22,6.23,6.23,238515
2024-11-12,6.23,6.24,6.17,6.18,6.18,200630
2024-11-13,6.18,6.20,6.14,6.15,6.15,222905
2024-11-14,6.15,6.21,6.15,6.20,6.20,195379
2024-11-15,6.20,6.28,6.20,6.28,6.28,220477
2024-11-18,6.28,6.30,6.24,6.25,6.25,145614
2024-11-19,6.25,6.25,6.24,6.24,6.24,97494
2024-11-20,6.24,6.26,6.20,6.20,6.20,178322
2024-11-21,6.20,6.22,6.12,6.13,6.13,233430
2024-11-22,6.13,6.14,6.09,6.10,6.10,226374
2024-11-25,6.10,6.16,6.09,6.15,6.15,196213
2024-11-26,6.15,6.16,6.06,6.08,6.08,202893
2024-11-27,6.08,6.16,6.06,6.14,6.14,163920
2024-11-28,6.14,6.15,6.11,6.12,6.12,188458
2024-11-29,6.12,6.13,6.08,6.09,6.09,118404
2024-12-02,6.09,6.19,6.08,6.17,6.17,162770
2024-12-03,6.17,6.21,6.15,6.20,6.20,133354
2024-12-04,6.20,6.20,6.10,6.11,6.11,225561
2024-12-05,6.11,6.21,6.10,6.20,6.20,168196
2024-12-06,6.20,6.22,6.17,6.18,6.18,162928
2024-12-09,6.18,6.28,6.16,6.26,6.26,131048
2024-12-10,6.26,6.27,6.25,6.26,6.26,218777
2024-12-11,6.26,6.32,6.24,6.31,6.31,158394
2024-12-12,6.31,6.33,6.22,6.24,6.24,194719
2024-12-13,6.24,6.25,6.19,6.19,6.19,132636
2024-12-16,6.19,6.27,6.19,6.26,6.26,209317
2024-12-17,6.26,6.32,6.25,6.31,6.31,211912
2024-12-18,6.31,6.31,6.29,6.31,6.31,160568
2024-12-19,6.31,6.34,6.30,6.33,6.33,206745
2024-12-20,6.33,6.39,6.32,6.38,6.38,200165
2024-12-23,6.38,6.39,6.36,6.36,6.36,108363
2024-12-24,6.36,6.43,6.35,6.43,6.43,101299
2024-12-25,6.43,6.50,6.41,6.49,6.49,151139
2024-12-26,6.49,6.54,6.47,6.54,6.54,132142
2024-12-27,6.54,6.55,6.47,6.47,6.47,238590
2024-12-30,6.47,6.49,6.43,6.44,6.44,204415
2024-12-31,6.44,6.45,6.41,6.43,6.43,104757
2025-01-01,6.43,6.44,6.33,6.35,6.35,158091
2025-01-02,6.35,6.44,6.33,6.43,6.43,152790
2025-01-03,6.43,6.43,6.42,6.43,6.43,181945
2025-01-06,6.43,6.46,6.42,6.45,6.45,114161
2025-01-07,6.45,6.51,6.44,6.50,6.50,143689
2025-01-08,6.50,6.51,6.50,6.50,6.50,198592
2025-01-09,6.50,6.57,6.49,6.57,6.57,92438
2025-01-10,6.57,6.61,6.56,6.60,6.60,105411
2025-01-13,6.60,6.61,6.52,6.53,6.53,113519
2025-01-14,6.53,6.55,6.53,6.54,6.54,184608
2025-01-15,6.54,6.55,6.51,6.52,6.52,104176
2025-01-16,6.52,6.52,6.43,6.44,6.44,109840
2025-01-17,6.44,6.45,6.41,6.42,6.42,225292
2025-01-20,6.42,6.48,6.40,6.47,6.47,122072
2025-01-21,6.47,6.48,6.40,6.41,6.41,183512
2025-01-22,6.41,6.42,6.39,6.42,6.42,177201
2025-01-23,6.42,6.44,6.42,6.43,6.43,161605
2025-01-24,6.43,6.44,6.42,6.44,6.44,208296
2025-01-27,6.44,6.44,6.40,6.41,6.41,197503
2025-01-28,6.41,6.43,6.33,6.34,6.34,104861
2025-01-29,6.34,6.37,6.33,6.36,6.36,94962
2025-01-30,6.36,6.42,6.34,6.42,6.42,120367
2025-01-31,6.42,6.42,6.32,6.34,6.34,223597
2025-02-03,6.34,6.35,6.28,6.29,6.29,240335
2025-02-04,6.29,6.32,6.29,6.31,6.31,178009
2025-02-05,6.31,6.31,6.28,6.28,6.28,106278
2025-02-06,6.28,6.29,6.26,6.28,6.28,234372
2025-02-07,6.28,6.29,6.26,6.27,6.27,117595
2025-02-10,6.27,6.27,6.24,6.25,6.25,149067
2025-02-11,6.25,6.26,6.20,6.21,6.21,173100
2025-02-12,6.21,6.24,6.20,6.22,6.22,151150
2025-02-13,6.22,6.31,6.22,6.30,6.30,91099
2025-02-14,6.30,6.35,6.29,6.35,6.35,106270
2025-02-17,6.35,6.43,6.34,6.43,6.43,138264
2025-02-18,6.43,6.43,6.43,6.43,6.43,190556
2025-02-19,6.43,6.49,6.43,6.49,6.49,131084
2025-02-20,6.49,6.55,6.48,6.54,6.54,240250
2025-02-21,6.54,6.54,6.50,6.52,6.52,175097
2025-02-24,6.52,6.58,6.50,6.57,6.57,144948
2025-02-25,6.57,6.66,6.55,6.65,6.65,180048
2025-02-26,6.65,6.76,6.65,6.75,6.75,190480
2025-02-27,6.75,6.76,6.71,6.73,6.73,120100
2025-02-28,6.73,6.74,6.68,6.70,6.70,159186
2025-03-03,6.70,6.72,6.68,6.69,6.69,217927
2025-03-04,6.69,6.70,6.63,6.63,6.63,102043
2025-03-05,6.63,6.65,6.61,6.62,6.62,232619
2025-03-06,6.62,6.62,6.54,6.56,6.56,166819
2025-03-07,6.56,6.56,6.51,6.52,6.52,135328
2025-03-10,6.52,6.54,6.50,6.50,6.50,197832
2025-03-11,6.50,6.51,6.47,6.48,6.48,143721
2025-03-12,6.48,6.49,6.47,6.47,6.47,233725
2025-03-13,6.47,6.53,6.47,6.52,6.52,120738
2025-03-14,6.52,6.61,6.51,6.60,6.60,140047
2025-03-17,6.60,6.69,6.58,6.68,6.68,112894
2025-03-18,6.68,6.70,6.67,6.70,6.70,122893
2025-03-19,6.70,6.71,6.68,6.70,6.70,98195
2025-03-20,6.70,6.74,6.70,6.73,6.73,162671
2025-03-21,6.73,6.74,6.70,6.71,6.71,227792
2025-03-24,6.71,6.75,6.70,6.75,6.75,153162
2025-03-25,6.75,6.85,6.73,6.83,6.83,162231
2025-03-26,6.83,6.84,6.83,6.83,6.83,184445
2025-03-27,6.83,6.84,6.82,6.83,6.83,178389
2025-03-28,6.83,6.91,6.83,6.90,6.90,120417
2025-03-31,6.90,6.94,6.89,6.92,6.92,134223
2025-04-01,6.92,6.93,6.83,6.83,6.83,105710
2025-04-02,6.83,6.85,6.82,6.84,6.84,146630
2025-04-03,6.84,6.93,6.83,6.91,6.91,237233
2025-04-04,6.91,6.91,6.82,6.84,6.84,240017
2025-04-07,6.84,6.93,6.83,6.92,6.92,227907
2025-04-08,6.92,6.93,6.81,6.83,6.83,139196
2025-04-09,6.83,6.85,6.78,6.80,6.80,195380
2025-04-10,6.80,6.80,6.79,6.80,6.80,172046
2025-04-11,6.80,6.81,6.77,6.77,6.77,227093
2025-04-14,6.77,6.86,6.76,6.85,6.85,133708
2025-04-15,6.85,6.96,6.84,6.94,6.94,225634
2025-04-16,6.94,6.95,6.85,6.87,6.87,219167
2025-04-17,6.87,6.88,6.80,6.81,6.81,213264
2025-04-18,6.81,6.82,6.69,6.71,6.71,149186
2025-04-21,6.71,6.72,6.63,6.64,6.64,118296
2025-04-22,6.64,6.66,6.57,6.58,6.58,138041
2025-04-23,6.58,6.59,6.57,6.57,6.57,160994
2025-04-24,6.57,6.59,6.51,6.52,6.52,172420
2025-04-25,6.52,6.59,6.52,6.58,6.58,93237
2025-04-28,6.58,6.59,6.53,6.54,6.54,185375
2025-04-29,6.54,6.55,6.53,6.54,6.54,93465
2025-04-30,6.54,6.56,6.44,6.46,6.46,166433
2025-05-01,6.46,6.55,6.45,6.54,6.54,153500
2025-05-02,6.54,6.64,6.53,6.63,6.63,122979
2025-05-05,6.63,6.65,6.54,6.55,6.55,212066
2025-05-06,6.55,6.60,6.53,6.59,6.59,104063
2025-05-07,6.59,6.60,6.57,6.58,6.58,200624
2025-05-08,6.58,6.67,6.56,6.66,6.66,168380
2025-05-09,6.66,6.77,6.65,6.76,6.76,240004
2025-05-12,6.76,6.78,6.70,6.72,6.72,109773
2025-05-13,6.72,6.77,6.72,6.76,6.76,177823
2025-05-14,6.76,6.78,6.76,6.77,6.77,104716
2025-05-15,6.77,6.78,6.75,6.77,6.77,129589
2025-05-16,6.77,6.85,6.76,6.83,6.83,182314
2025-05-19,6.83,6.83,6.79,6.79,6.79,139997
2025-05-20,6.79,6.87,6.77,6.85,6.85,171260
