Date,Open,High,Low,Close,Adj Close,Volume
2024-08-29,0.89,0.90,0.89,0.89,0.89,103362
2024-08-30,0.89,0.89,0.89,0.89,0.89,230056
2024-09-02,0.89,0.89,0.88,0.88,0.88,157326
2024-09-03,0.88,0.89,0.88,0.89,0.89,116418
2024-09-04,0.89,0.89,0.88,0.88,0.88,161014
2024-09-05,0.88,0.89,0.88,0.89,0.89,145744
2024-09-06,0.89,0.90,0.89,0.90,0.90,109456
2024-09-09,0.90,0.90,0.89,0.89,0.89,197614
2024-09-10,0.89,0.90,0.89,0.90,0.90,220020
2024-09-11,0.90,0.91,0.89,0.89,0.89,140384
2024-09-12,0.89,0.90,0.89,0.89,0.89,205989
2024-09-13,0.89,0.91,0.89,0.91,0.91,102759
2024-09-16,0.91,0.92,0.91,0.92,0.92,242217
2024-09-17,0.92,0.92,0.91,0.91,0.91,228255
2024-09-18,0.91,0.91,0.90,0.91,0.91,196005
2024-09-19,0.91,0.92,0.90,0.92,0.92,200018
2024-09-20,0.92,0.92,0.92,0.92,0.92,163293
2024-09-23,0.92,0.92,0.91,0.91,0.91,155601
2024-09-24,0.91,0.93,0.91,0.93,0.93,163232
2024-09-25,0.93,0.93,0.92,0.92,0.92,217783
2024-09-26,0.92,0.92,0.92,0.92,0.92,243188
2024-09-27,0.92,0.92,0.92,0.92,0.92,124839
2024-09-30,0.92,0.93,0.92,0.93,0.93,148527
2024-10-01,0.93,0.94,0.93,0.94,0.94,100885
2024-10-02,0.94,0.95,0.94,0.95,0.95,231886
2024-10-03,0.95,0.96,0.95,0.96,0.96,128435
2024-10-04,0.96,0.96,0.96,0.96,0.96,183318
2024-10-07,0.96,0.97,0.96,0.96,0.96,92984
2024-10-08,0.96,0.97,0.96,0.97,0.97,207820
2024-10-09,0.97,0.97,0.96,0.97,0.97,174116
2024-10-10,0.97,0.97,0.97,0.97,0.97,191958
2024-10-11,0.97,0.98,0.97,0.97,0.97,241479
2024-10-14,0.97,0.97,0.96,0.96,0.96,242057
2024-10-15,0.96,0.97,0.96,0.97,0.97,165588
2024-10-16,0.97,0.97,0.96,0.97,0.97,213362
2024-10-17,0.97,0.97,0.95,0.95,0.95,113786
2024-10-18,0.95,0.95,0.95,0.95,0.95,208473
2024-10-21,0.95,0.96,0.95,0.96,0.96,177087
2024-10-22,0.96,0.97,0.96,0.97,0.97,97785
2024-10-23,0.97,0.97,0.96,0.96,0.96,247447
2024-10-24,0.96,0.96,0.95,0.95,0.95,244426
2024-10-25,0.95,0.96,0.95,0.96,0.96,188253
2024-10-28,0.96,0.96,0.95,0.95,0.95,131535
2024-10-29,0.95,0.95,0.95,0.95,0.95,239647
2024-10-30,0.95,0.95,0.94,0.94,0.94,170558
2024-10-31,0.94,0.94,0.93,0.93,0.93,184718
2024-11-01,0.93,0.93,0.92,0.92,0.92,175976
2024-11-04,0.92,0.92,0.92,0.92,0.92,114892
2024-11-05,0.92,0.94,0.92,0.93,0.93,218477
2024-11-06,0.93,0.93,0.93,0.93,0.93,125359
2024-11-07,0.93,0.93,0.92,0.92,0.92,132196
2024-11-08,0.92,0.93,0.92,0.93,0.93,125346
2024-11-11,0.93,0.93,0.93,0.93,0.93,135555
2024-11-12,0.93,0.93,0.92,0.92,0.92,189270
2024-11-13,0.92,0.92,0.92,0.92,0.92,228977
2024-11-14,0.92,0.92,0.91,0.91,0.91,231573
2024-11-15,0.91,0.91,0.91,0.91,0.91,118603
2024-11-18,0.91,0.92,0.91,0.92,0.92,146443
2024-11-19,0.92,0.92,0.90,0.91,0.91,219382
2024-11-20,0.91,0.91,0.89,0.89,0.89,200949
2024-11-21,0.89,0.90,0.89,0.89,0.89,163132
2024-11-22,0.89,0.89,0.88,0.88,0.88,215686
2024-11-25,0.88,0.88,0.87,0.87,0.87,200702
2024-11-26,0.87,0.88,0.87,0.88,0.88,136072
2024-11-27,0.88,0.88,0.88,0.88,0.88,207841
2024-11-28,0.88,0.88,0.87,0.87,0.87,97033
2024-11-29,0.87,0.88,0.87,0.88,0.88,99919
2024-12-02,0.88,0.89,0.88,0.89,0.89,182726
2024-12-03,0.89,0.90,0.89,0.90,0.90,201000
2024-12-04,0.90,0.90,0.89,0.89,0.89,151260
2024-12-05,0.89,0.89,0.89,0.89,0.89,201865
2024-12-06,0.89,0.89,0.89,0.89,0.89,120212
2024-12-09,0.89,0.89,0.88,0.88,0.88,179462
2024-12-10,0.88,0.88,0.87,0.88,0.88,244519
2024-12-11,0.88,0.88,0.86,0.87,0.87,166465
2024-12-12,0.87,0.87,0.86,0.86,0.86,199604
2024-12-13,0.86,0.86,0.86,0.86,0.86,240046
2024-12-16,0.86,0.86,0.86,0.86,0.86,140424
2024-12-17,0.86,0.87,0.85,0.85,0.85,162522
2024-12-18,0.85,0.86,0.84,0.85,0.85,154133
2024-12-19,0.85,0.85,0.85,0.85,0.85,109422
2024-12-20,0.85,0.85,0.84,0.84,0.84,150465
2024-12-23,0.84,0.85,0.84,0.85,0.85,216512
2024-12-24,0.85,0.85,0.85,0.85,0.85,114994
2024-12-25,0.85,0.85,0.84,0.84,0.84,117492
2024-12-26,0.84,0.85,0.84,0.84,0.84,101831
2024-12-27,0.84,0.85,0.84,0.84,0.84,186825
2024-12-30,0.84,0.84,0.84,0.84,0.84,203415
2024-12-31,0.84,0.85,0.84,0.85,0.85,177834
2025-01-01,0.85,0.85,0.84,0.84,0.84,129877
2025-01-02,0.84,0.85,0.84,0.85,0.85,114075
2025-01-03,0.85,0.86,0.85,0.86,0.86,118068
2025-01-06,0.86,0.86,0.86,0.86,0.86,220676
2025-01-07,0.86,0.86,0.86,0.86,0.86,179999
2025-01-08,0.86,0.87,0.86,0.87,0.87,169021
2025-01-09,0.87,0.87,0.87,0.87,0.87,193990
2025-01-10,0.87,0.88,0.87,0.88,0.88,249694
2025-01-13,0.88,0.88,0.87,0.87,0.87,192642
2025-01-14,0.87,0.87,0.87,0.87,0.87,229564
2025-01-15,0.87,0.87,0.86,0.86,0.86,125681
2025-01-16,0.86,0.86,0.86,0.86,0.86,117179
2025-01-17,0.86,0.87,0.86,0.86,0.86,161399
2025-01-20,0.86,0.86,0.86,0.86,0.86,214859
2025-01-21,0.86,0.86,0.84,0.84,0.84,133211
2025-01-22,0.84,0.85,0.84,0.85,0.85,188361
2025-01-23,0.85,0.85,0.85,0.85,0.85,167811
2025-01-24,0.85,0.85,0.83,0.84,0.84,189337
2025-01-27,0.84,0.84,0.83,0.83,0.83,190016
2025-01-28,0.83,0.85,0.83,0.84,0.84,219366
2025-01-29,0.84,0.85,0.84,0.84,0.84,141454
2025-01-30,0.84,0.84,0.83,0.83,0.83,208675
2025-01-31,0.83,0.84,0.83,0.84,0.84,115592
2025-02-03,0.84,0.85,0.84,0.85,0.85,176790
2025-02-04,0.85,0.86,0.85,0.86,0.86,215021
2025-02-05,0.86,0.86,0.85,0.85,0.85,193709
2025-02-06,0.85,0.85,0.85,0.85,0.85,231652
2025-02-07,0.85,0.85,0.85,0.85,0.85,130374
2025-02-10,0.85,0.85,0.83,0.83,0.83,196575
2025-02-11,0.83,0.84,0.83,0.83,0.83,108882
2025-02-12,0.83,0.84,0.83,0.84,0.84,149153
2025-02-13,0.84,0.84,0.84,0.84,0.84,121672
2025-02-14,0.84,0.84,0.83,0.83,0.83,121095
2025-02-17,0.83,0.84,0.83,0.83,0.83,128889
2025-02-18,0.83,0.83,0.83,0.83,0.83,228798
2025-02-19,0.83,0.84,0.83,0.84,0.84,176055
2025-02-20,0.84,0.84,0.83,0.83,0.83,113673
2025-02-21,0.83,0.84,0.83,0.84,0.84,213590
2025-02-24,0.84,0.84,0.83,0.83,0.83,118841
2025-02-25,0.83,0.84,0.83,0.83,0.83,168037
2025-02-26,0.83,0.84,0.83,0.83,0.83,187917
2025-02-27,0.83,0.84,0.83,0.84,0.84,183385
2025-02-28,0.84,0.84,0.83,0.83,0.83,221775
2025-03-03,0.83,0.83,0.82,0.83,0.83,214675
2025-03-04,0.83,0.84,0.82,0.84,0.84,219653
2025-03-05,0.84,0.84,0.84,0.84,0.84,180787
2025-03-06,0.84,0.85,0.84,0.85,0.85,146846
2025-03-07,0.85,0.86,0.85,0.86,0.86,104644
2025-03-10,0.86,0.86,0.85,0.85,0.85,166475
2025-03-11,0.85,0.86,0.84,0.84,0.84,144671
2025-03-12,0.84,0.84,0.84,0.84,0.84,150082
2025-03-13,0.84,0.84,0.83,0.84,0.84,185177
2025-03-14,0.84,0.84,0.83,0.83,0.83,202732
2025-03-17,0.83,0.83,0.83,0.83,0.83,243265
2025-03-18,0.83,0.83,0.82,0.82,0.82,157222
2025-03-19,0.82,0.82,0.81,0.81,0.81,115376
2025-03-20,0.81,0.82,0.81,0.81,0.81,221989
2025-03-21,0.81,0.82,0.81,0.81,0.81,212129
2025-03-24,0.81,0.81,0.81,0.81,0.81,124147
2025-03-25,0.81,0.81,0.80,0.80,0.80,221285
2025-03-26,0.80,0.81,0.80,0.80,0.80,138403
2025-03-27,0.80,0.81,0.80,0.81,0.81,248418
2025-03-28,0.81,0.81,0.81,0.81,0.81,173682
2025-03-31,0.81,0.81,0.80,0.81,0.81,187730
2025-04-01,0.81,0.82,0.80,0.81,0.81,210431
2025-04-02,0.81,0.83,0.81,0.83,0.83,146784
2025-04-03,0.83,0.83,0.81,0.82,0.82,226016
2025-04-04,0.82,0.82,0.81,0.82,0.82,106244
2025-04-07,0.82,0.82,0.81,0.82,0.82,219074
2025-04-08,0.82,0.83,0.81,0.83,0.83,182998
2025-04-09,0.83,0.84,0.82,0.84,0.84,243089
2025-04-10,0.84,0.84,0.83,0.83,0.83,211866
2025-04-11,0.83,0.84,0.83,0.84,0.84,221263
2025-04-14,0.84,0.84,0.83,0.83,0.83,103952
2025-04-15,0.83,0.83,0.83,0.83,0.83,179103
2025-04-16,0.83,0.83,0.82,0.82,0.82,124409
2025-04-17,0.82,0.82,0.81,0.81,0.81,125102
2025-04-18,0.81,0.82,0.81,0.82,0.82,247742
2025-04-21,0.82,0.82,0.82,0.82,0.82,140237
2025-04-22,0.82,0.82,0.82,0.82,0.82,99034
2025-04-23,0.82,0.82,0.81,0.81,0.81,171697
2025-04-24,0.81,0.81,0.80,0.80,0.80,189329
2025-04-25,0.80,0.81,0.80,0.81,0.81,202341
2025-04-28,0.81,0.81,0.80,0.80,0.80,161132
2025-04-29,0.80,0.81,0.80,0.81,0.81,199559
2025-04-30,0.81,0.81,0.80,0.81,0.81,210568
2025-05-01,0.81,0.81,0.80,0.81,0.81,101926
2025-05-02,0.81,0.81,0.81,0.81,0.81,179920
2025-05-05,0.81,0.82,0.81,0.82,0.82,146842
2025-05-06,0.82,0.82,0.81,0.81,0.81,152291
2025-05-07,0.81,0.82,0.81,0.82,0.82,185461
2025-05-08,0.82,0.82,0.81,0.81,0.81,227548
2025-05-09,0.81,0.82,0.81,0.82,0.82,195662
2025-05-12,0.82,0.83,0.82,0.83,0.83,241131
2025-05-13,0.83,0.83,0.83,0.83,0.83,204275
2025-05-14,0.83,0.83,0.82,0.82,0.82,111378
2025-05-15,0.82,0.82,0.81,0.81,0.81,200898
2025-05-16,0.81,0.82,0.81,0.82,0.82,189706
2025-05-19,0.82,0.82,0.82,0.82,0.82,219494
2025-05-20,0.82,0.82,0.82,0.82,0.82,97768
2025-05-21,0.81,0.85,0.75,0.80,0.80,100000
2025-05-22,0.80,0.84,0.74,0.79,0.79,100137
2025-05-23,0.80,0.84,0.74,0.79,0.79,100274
2025-05-26,0.81,0.85,0.75,0.80,0.80,100411
2025-05-27,0.83,0.87,0.77,0.82,0.82,100548
2025-05-28,0.86,0.90,0.80,0.85,0.85,100685
2025-05-29,0.83,0.87,0.77,0.82,0.82,100822
2025-05-30,0.81,0.85,0.75,0.80,0.80,100959
2025-06-02,0.80,0.84,0.74,0.79,0.79,101096
2025-06-03,0.80,0.84,0.74,0.79,0.79,101233
2025-06-04,0.81,0.85,0.75,0.80,0.80,101370
2025-06-05,0.83,0.87,0.77,0.82,0.82,101507
2025-06-06,0.86,0.90,0.80,0.85,0.85,101644
2025-06-09,0.83,0.87,0.77,0.82,0.82,101781
2025-06-10,0.81,0.85,0.75,0.80,0.80,101918
2025-06-11,0.80,0.84,0.74,0.79,0.79,102055
2025-06-12,0.80,0.84,0.74,0.79,0.79,102192
2025-06-13,0.81,0.85,0.75,0.80,0.80,102329
2025-06-16,0.83,0.87,0.77,0.82,0.82,102466
2025-06-17,0.86,0.90,0.80,0.85,0.85,102603
2025-06-18,0.83,0.87,0.77,0.82,0.82,102740
2025-06-19,0.81,0.85,0.75,0.80,0.80,102877
2025-06-20,0.80,0.84,0.74,0.79,0.79,103014
2025-06-23,0.80,0.84,0.74,0.79,0.79,103151
2025-06-24,0.81,0.85,0.75,0.80,0.80,103288
2025-06-25,0.83,0.87,0.77,0.82,0.82,103425
2025-06-26,0.86,0.90,0.80,0.85,0.85,103562
2025-06-27,0.83,0.87,0.77,0.82,0.82,103699
2025-06-30,0.81,0.85,0.75,0.80,0.80,103836
2025-07-01,0.80,0.84,0.74,0.79,0.79,103973
2025-07-02,0.80,0.84,0.74,0.79,0.79,104110
2025-07-03,0.81,0.85,0.75,0.80,0.80,104247
2025-07-04,0.83,0.87,0.77,0.82,0.82,104384
2025-07-07,0.86,0.90,0.80,0.85,0.85,104521
2025-07-08,0.83,0.87,0.77,0.82,0.82,104658
2025-07-09,0.81,0.85,0.75,0.80,0.80,104795
2025-07-10,0.80,0.84,0.74,0.79,0.79,104932
2025-07-11,0.80,0.84,0.74,0.79,0.79,105069
2025-07-14,0.81,0.85,0.75,0.80,0.80,105206
2025-07-15,0.83,0.87,0.77,0.82,0.82,105343
2025-07-16,0.86,0.90,0.80,0.85,0.85,105480
2025-07-17,0.83,0.87,0.77,0.82,0.82,105617
2025-07-18,0.81,0.85,0.75,0.80,0.80,105754
2025-07-21,0.80,0.84,0.74,0.79,0.79,105891
2025-07-22,0.80,0.84,0.74,0.79,0.79,106028
2025-07-23,0.81,0.85,0.75,0.80,0.80,106165
2025-07-24,0.83,0.87,0.77,0.82,0.82,106302
2025-07-25,0.86,0.90,0.80,0.85,0.85,106439
2025-07-28,0.83,0.87,0.77,0.82,0.82,106576
2025-07-29,0.81,0.85,0.75,0.80,0.80,106713
2025-07-30,0.80,0.84,0.74,0.79,0.79,106850
2025-07-31,0.80,0.84,0.74,0.79,0.79,106987
2025-08-01,0.81,0.85,0.75,0.80,0.80,107124
2025-08-04,0.83,0.87,0.77,0.82,0.82,107261
2025-08-05,0.86,0.90,0.80,0.85,0.85,107398
2025-08-06,0.83,0.87,0.77,0.82,0.82,107535
2025-08-07,0.81,0.85,0.75,0.80,0.80,107672
2025-08-08,0.80,0.84,0.74,0.79,0.79,107809
2025-08-11,0.80,0.84,0.74,0.79,0.79,107946
2025-08-12,0.81,0.85,0.75,0.80,0.80,108083
2025-08-13,0.83,0.87,0.77,0.82,0.82,108220
2025-08-14,0.86,0.90,0.80,0.85,0.85,108357
2025-08-15,0.83,0.87,0.77,0.82,0.82,108494
2025-08-18,0.81,0.85,0.75,0.80,0.80,108631
2025-08-19,0.80,0.84,0.74,0.79,0.79,108768
2025-08-20,0.80,0.84,0.74,0.79,0.79,108905
2025-08-21,0.81,0.85,0.75,0.80,0.80,109042
2025-08-22,0.83,0.87,0.77,0.82,0.82,109179
2025-08-25,0.86,0.90,0.80,0.85,0.85,109316
2025-08-26,0.83,0.87,0.77,0.82,0.82,109453
2025-08-27,0.81,0.85,0.75,0.80,0.80,109590
2025-08-28,0.80,0.84,0.74,0.79,0.79,109727
2025-08-29,0.80,0.84,0.74,0.79,0.79,109864
2025-09-01,0.81,0.85,0.75,0.80,0.80,110001
2025-09-02,0.83,0.87,0.77,0.82,0.82,110138
2025-09-03,0.86,0.90,0.80,0.85,0.85,110275
2025-09-04,0.83,0.87,0.77,0.82,0.82,110412
2025-09-05,0.81,0.85,0.75,0.80,0.80,110549
2025-09-08,0.80,0.84,0.74,0.79,0.79,110686
2025-09-09,0.80,0.84,0.74,0.79,0.79,110823
2025-09-10,0.81,0.85,0.75,0.80,0.80,110960
2025-09-11,0.83,0.87,0.77,0.82,0.82,111097
2025-09-12,0.86,0.90,0.80,0.85,0.85,111234
2025-09-15,0.83,0.87,0.77,0.82,0.82,111371
2025-09-16,0.81,0.85,0.75,0.80,0.80,111508
2025-09-17,0.80,0.84,0.74,0.79,0.79,111645
2025-09-18,0.80,0.84,0.74,0.79,0.79,111782
2025-09-19,0.81,0.85,0.75,0.80,0.80,111919
2025-09-22,0.83,0.87,0.77,0.82,0.82,112056
2025-09-23,0.86,0.90,0.80,0.85,0.85,112193
2025-09-24,0.83,0.87,0.77,0.82,0.82,112330
2025-09-25,0.81,0.85,0.75,0.80,0.80,112467
2025-09-26,0.80,0.84,0.74,0.79,0.79,112604
2025-09-29,0.80,0.84,0.74,0.79,0.79,112741
2025-09-30,0.81,0.85,0.75,0.80,0.80,112878
2025-10-01,0.83,0.87,0.77,0.82,0.82,113015
2025-10-02,0.86,0.90,0.80,0.85,0.85,113152
2025-10-03,0.83,0.87,0.77,0.82,0.82,113289
2025-10-06,0.81,0.85,0.75,0.80,0.80,113426
2025-10-07,0.80,0.84,0.74,0.79,0.79,113563
2025-10-08,0.80,0.84,0.74,0.79,0.79,113700
2025-10-09,0.81,0.85,0.75,0.80,0.80,113837
2025-10-10,0.83,0.87,0.77,0.82,0.82,113974
2025-10-13,0.86,0.90,0.80,0.85,0.85,114111
2025-10-14,0.83,0.87,0.77,0.82,0.82,114248
2025-10-15,0.81,0.85,0.75,0.80,0.80,114385
2025-10-16,0.80,0.84,0.74,0.79,0.79,114522
2025-10-17,0.80,0.84,0.74,0.79,0.79,114659
2025-10-20,0.81,0.85,0.75,0.80,0.80,114796
2025-10-21,0.83,0.87,0.77,0.82,0.82,114933
2025-10-22,0.86,0.90,0.80,0.85,0.85,115070
2025-10-23,0.83,0.87,0.77,0.82,0.82,115207
2025-10-24,0.81,0.85,0.75,0.80,0.80,115344
2025-10-27,0.80,0.84,0.74,0.79,0.79,115481
2025-10-28,0.80,0.84,0.74,0.79,0.79,115618
2025-10-29,0.81,0.85,0.75,0.80,0.80,115755
2025-10-30,0.83,0.87,0.77,0.82,0.82,115892
2025-10-31,0.86,0.90,0.80,0.85,0.85,116029
2025-11-03,0.83,0.87,0.77,0.82,0.82,116166
2025-11-04,0.81,0.85,0.75,0.80,0.80,116303
2025-11-05,0.80,0.84,0.74,0.79,0.79,116440
2025-11-06,0.80,0.84,0.74,0.79,0.79,116577
2025-11-07,0.81,0.85,0.75,0.80,0.80,116714
2025-11-10,0.83,0.87,0.77,0.82,0.82,116851
2025-11-11,0.86,0.90,0.80,0.85,0.85,116988
2025-11-12,0.83,0.87,0.77,0.82,0.82,117125
2025-11-13,0.81,0.85,0.75,0.80,0.80,117262
2025-11-14,0.80,0.84,0.74,0.79,0.79,117399
