Date,Open,High,Low,Close,Adj Close,Volume
2024-09-25,3.51,3.53,3.50,3.52,3.52,123251
2024-09-26,3.52,3.53,3.50,3.51,3.51,127362
2024-09-27,3.51,3.55,3.50,3.55,3.55,240735
2024-09-30,3.55,3.55,3.53,3.53,3.53,162049
2024-10-01,3.53,3.56,3.53,3.55,3.55,162644
2024-10-02,3.55,3.56,3.52,3.52,3.52,129446
2024-10-03,3.52,3.52,3.49,3.49,3.49,116181
2024-10-04,3.49,3.53,3.49,3.53,3.53,239205
2024-10-07,3.53,3.57,3.52,3.56,3.56,169228
2024-10-08,3.56,3.58,3.56,3.58,3.58,142827
2024-10-09,3.58,3.61,3.57,3.61,3.61,186051
2024-10-10,3.61,3.64,3.61,3.64,3.64,149314
2024-10-11,3.64,3.64,3.62,3.62,3.62,240241
2024-10-14,3.62,3.67,3.62,3.66,3.66,193538
2024-10-15,3.66,3.70,3.65,3.69,3.69,214864
2024-10-16,3.69,3.73,3.68,3.72,3.72,135907
2024-10-17,3.72,3.73,3.72,3.73,3.73,118691
2024-10-18,3.73,3.74,3.67,3.68,3.68,244594
2024-10-21,3.68,3.68,3.67,3.68,3.68,152209
2024-10-22,3.68,3.71,3.67,3.71,3.71,223119
2024-10-23,3.71,3.73,3.70,3.73,3.73,165865
2024-10-24,3.73,3.75,3.73,3.74,3.74,224324
2024-10-25,3.74,3.77,3.73,3.76,3.76,205284
2024-10-28,3.76,3.76,3.73,3.73,3.73,150324
2024-10-29,3.73,3.78,3.73,3.78,3.78,227872
2024-10-30,3.78,3.83,3.77,3.82,3.82,163725
2024-10-31,3.82,3.83,3.82,3.82,3.82,208156
2024-11-01,3.82,3.86,3.82,3.85,3.85,109392
2024-11-04,3.85,3.85,3.83,3.83,3.83,241435
2024-11-05,3.83,3.84,3.78,3.79,3.79,118311
2024-11-06,3.79,3.79,3.75,3.75,3.75,172699
2024-11-07,3.75,3.76,3.72,3.72,3.72,214924
2024-11-08,3.72,3.73,3.69,3.70,3.70,224142
2024-11-11,3.70,3.70,3.68,3.68,3.68,143628
2024-11-12,3.68,3.68,3.64,3.64,3.64,126034
2024-11-13,3.64,3.65,3.64,3.65,3.65,239191
2024-11-14,3.65,3.65,3.61,3.62,3.62,178422
2024-11-15,3.62,3.62,3.58,3.59,3.59,181862
2024-11-18,3.59,3.63,3.59,3.63,3.63,145675
2024-11-19,3.63,3.68,3.62,3.67,3.67,129136
2024-11-20,3.67,3.70,3.67,3.70,3.70,164605
2024-11-21,3.70,3.74,3.69,3.73,3.73,231928
2024-11-22,3.73,3.73,3.68,3.69,3.69,243872
2024-11-25,3.69,3.73,3.69,3.72,3.72,162453
2024-11-26,3.72,3.72,3.71,3.71,3.71,143759
2024-11-27,3.71,3.72,3.66,3.66,3.66,132954
2024-11-28,3.66,3.67,3.61,3.61,3.61,194573
2024-11-29,3.61,3.61,3.58,3.59,3.59,158613
2024-12-02,3.59,3.59,3.56,3.57,3.57,171313
2024-12-03,3.57,3.60,3.57,3.59,3.59,187354
2024-12-04,3.59,3.64,3.59,3.63,3.63,99425
2024-12-05,3.63,3.64,3.59,3.60,3.60,212491
2024-12-06,3.60,3.61,3.58,3.58,3.58,191672
2024-12-09,3.58,3.58,3.56,3.56,3.56,177247
2024-12-10,3.56,3.57,3.51,3.51,3.51,154973
2024-12-11,3.51,3.54,3.51,3.53,3.53,122470
2024-12-12,3.53,3.59,3.53,3.58,3.58,203900
2024-12-13,3.58,3.64,3.57,3.63,3.63,161559
2024-12-16,3.63,3.63,3.58,3.58,3.58,131731
2024-12-17,3.58,3.64,3.58,3.63,3.63,134473
2024-12-18,3.63,3.69,3.63,3.68,3.68,240370
2024-12-19,3.68,3.69,3.67,3.67,3.67,100723
2024-12-20,3.67,3.68,3.65,3.66,3.66,146497
2024-12-23,3.66,3.66,3.62,3.62,3.62,95882
2024-12-24,3.62,3.64,3.62,3.63,3.63,224675
2024-12-25,3.63,3.63,3.57,3.58,3.58,163906
2024-12-26,3.58,3.58,3.57,3.58,3.58,172224
2024-12-27,3.58,3.58,3.56,3.56,3.56,205458
2024-12-30,3.56,3.59,3.55,3.58,3.58,159039
2024-12-31,3.58,3.59,3.56,3.56,3.56,134263
2025-01-01,3.56,3.62,3.55,3.61,3.61,164241
2025-01-02,3.61,3.62,3.60,3.61,3.61,239182
2025-01-03,3.61,3.63,3.61,3.62,3.62,99450
2025-01-06,3.62,3.63,3.57,3.58,3.58,245527
2025-01-07,3.58,3.58,3.54,3.54,3.54,157743
2025-01-08,3.54,3.55,3.49,3.49,3.49,216482
2025-01-09,3.49,3.56,3.49,3.54,3.54,216496
2025-01-10,3.54,3.58,3.54,3.58,3.58,126144
2025-01-13,3.58,3.64,3.57,3.63,3.63,110708
2025-01-14,3.63,3.65,3.63,3.65,3.65,184157
2025-01-15,3.65,3.65,3.64,3.64,3.64,212928
2025-01-16,3.64,3.65,3.60,3.60,3.60,221833
2025-01-17,3.60,3.61,3.57,3.58,3.58,127573
2025-01-20,3.58,3.59,3.52,3.53,3.53,203320
2025-01-21,3.53,3.55,3.52,3.55,3.55,113680
2025-01-22,3.55,3.58,3.54,3.57,3.57,239870
2025-01-23,3.57,3.58,3.51,3.52,3.52,246614
2025-01-24,3.52,3.55,3.51,3.55,3.55,160156
2025-01-27,3.55,3.56,3.52,3.53,3.53,95001
2025-01-28,3.53,3.54,3.47,3.48,3.48,230894
2025-01-29,3.48,3.49,3.44,3.44,3.44,142670
2025-01-30,3.44,3.48,3.44,3.48,3.48,117787
2025-01-31,3.48,3.49,3.42,3.43,3.43,103653
2025-02-03,3.43,3.44,3.42,3.43,3.43,175518
2025-02-04,3.43,3.48,3.42,3.47,3.47,237650
2025-02-05,3.47,3.48,3.47,3.47,3.47,141459
2025-02-06,3.47,3.48,3.47,3.47,3.47,104234
2025-02-07,3.47,3.51,3.47,3.51,3.51,196215
2025-02-10,3.51,3.56,3.50,3.55,3.55,100468
2025-02-11,3.55,3.55,3.54,3.55,3.55,132991
2025-02-12,3.55,3.55,3.51,3.51,3.51,119543
2025-02-13,3.51,3.54,3.50,3.54,3.54,230845
2025-02-14,3.54,3.59,3.53,3.58,3.58,90814
2025-02-17,3.58,3.61,3.58,3.61,3.61,166202
2025-02-18,3.61,3.65,3.60,3.65,3.65,99758
2025-02-19,3.65,3.68,3.64,3.67,3.67,155433
2025-02-20,3.67,3.67,3.64,3.65,3.65,100172
2025-02-21,3.65,3.65,3.63,3.64,3.64,106130
2025-02-24,3.64,3.64,3.61,3.62,3.62,220819
2025-02-25,3.62,3.63,3.57,3.57,3.57,161970
2025-02-26,3.57,3.59,3.57,3.58,3.58,156216
2025-02-27,3.58,3.58,3.53,3.54,3.54,167775
2025-02-28,3.54,3.54,3.51,3.52,3.52,168558
2025-03-03,3.52,3.52,3.50,3.50,3.50,183809
2025-03-04,3.50,3.53,3.50,3.53,3.53,93616
2025-03-05,3.53,3.54,3.51,3.51,3.51,154130
2025-03-06,3.51,3.51,3.46,3.47,3.47,192328
2025-03-07,3.47,3.47,3.42,3.43,3.43,161305
2025-03-10,3.43,3.43,3.40,3.40,3.40,232649
2025-03-11,3.40,3.44,3.40,3.43,3.43,144399
2025-03-12,3.43,3.44,3.38,3.39,3.39,187409
2025-03-13,3.39,3.41,3.38,3.41,3.41,90458
2025-03-14,3.41,3.44,3.40,3.43,3.43,171972
2025-03-17,3.43,3.43,3.38,3.39,3.39,214521
2025-03-18,3.39,3.40,3.37,3.38,3.38,135230
2025-03-19,3.38,3.39,3.37,3.39,3.39,211041
2025-03-20,3.39,3.39,3.33,3.34,3.34,205177
2025-03-21,3.34,3.38,3.33,3.38,3.38,162804
2025-03-24,3.38,3.41,3.38,3.40,3.40,230273
2025-03-25,3.40,3.43,3.39,3.42,3.42,244072
2025-03-26,3.42,3.43,3.42,3.43,3.43,239975
2025-03-27,3.43,3.43,3.43,3.43,3.43,213056
2025-03-28,3.43,3.46,3.42,3.45,3.45,139719
2025-03-31,3.45,3.51,3.45,3.50,3.50,224697
2025-04-01,3.50,3.54,3.49,3.53,3.53,142278
2025-04-02,3.53,3.58,3.52,3.57,3.57,234304
2025-04-03,3.57,3.57,3.52,3.52,3.52,218042
2025-04-04,3.52,3.57,3.51,3.56,3.56,197564
2025-04-07,3.56,3.56,3.52,3.52,3.52,94158
2025-04-08,3.52,3.53,3.52,3.53,3.53,161617
2025-04-09,3.53,3.55,3.53,3.55,3.55,215534
2025-04-10,3.55,3.57,3.54,3.56,3.56,224002
2025-04-11,3.56,3.57,3.54,3.54,3.54,125748
2025-04-14,3.54,3.56,3.54,3.55,3.55,126893
2025-04-15,3.55,3.59,3.55,3.58,3.58,152883
2025-04-16,3.58,3.63,3.58,3.63,3.63,169705
2025-04-17,3.63,3.66,3.62,3.66,3.66,161287
2025-04-18,3.66,3.71,3.65,3.70,3.70,148497
2025-04-21,3.70,3.71,3.66,3.66,3.66,235375
2025-04-22,3.66,3.67,3.65,3.66,3.66,118499
2025-04-23,3.66,3.72,3.66,3.71,3.71,245529
2025-04-24,3.71,3.71,3.66,3.67,3.67,204976
2025-04-25,3.67,3.68,3.65,3.65,3.65,99395
2025-04-28,3.65,3.70,3.65,3.70,3.70,231212
2025-04-29,3.70,3.71,3.70,3.71,3.71,108794
2025-04-30,3.71,3.71,3.70,3.71,3.71,126340
2025-05-01,3.71,3.71,3.69,3.69,3.69,240326
2025-05-02,3.69,3.69,3.68,3.68,3.68,247905
2025-05-05,3.68,3.68,3.66,3.66,3.66,109101
2025-05-06,3.66,3.67,3.61,3.62,3.62,214240
2025-05-07,3.62,3.62,3.61,3.62,3.62,112878
2025-05-08,3.62,3.65,3.62,3.65,3.65,249733
2025-05-09,3.65,3.65,3.65,3.65,3.65,114497
2025-05-12,3.65,3.66,3.59,3.60,3.60,101379
2025-05-13,3.60,3.60,3.59,3.60,3.60,188686
2025-05-14,3.60,3.65,3.60,3.64,3.64,178806
2025-05-15,3.64,3.68,3.63,3.68,3.68,246749
2025-05-16,3.68,3.68,3.68,3.68,3.68,167590
2025-05-19,3.68,3.69,3.67,3.68,3.68,205323
2025-05-20,3.68,3.69,3.67,3.67,3.67,205337
2025-05-21,3.66,3.70,3.60,3.65,3.65,205474
2025-05-22,3.65,3.69,3.59,3.64,3.64,205611
2025-05-23,3.65,3.69,3.59,3.64,3.64,205748
2025-05-26,3.66,3.70,3.60,3.65,3.65,205885
2025-05-27,3.68,3.72,3.62,3.67,3.67,206022
2025-05-28,3.71,3.75,3.65,3.70,3.70,206159
2025-05-29,3.68,3.72,3.62,3.67,3.67,206296
2025-05-30,3.66,3.70,3.60,3.65,3.65,206433
2025-06-02,3.65,3.69,3.59,3.64,3.64,206570
2025-06-03,3.65,3.69,3.59,3.64,3.64,206707
2025-06-04,3.66,3.70,3.60,3.65,3.65,206844
2025-06-05,3.68,3.72,3.62,3.67,3.67,206981
2025-06-06,3.71,3.75,3.65,3.70,3.70,207118
2025-06-09,3.68,3.72,3.62,3.67,3.67,207255
2025-06-10,3.66,3.70,3.60,3.65,3.65,207392
2025-06-11,3.65,3.69,3.59,3.64,3.64,207529
2025-06-12,3.65,3.69,3.59,3.64,3.64,207666
2025-06-13,3.66,3.70,3.60,3.65,3.65,207803
2025-06-16,3.68,3.72,3.62,3.67,3.67,207940
2025-06-17,3.71,3.75,3.65,3.70,3.70,208077
2025-06-18,3.68,3.72,3.62,3.67,3.67,208214
2025-06-19,3.66,3.70,3.60,3.65,3.65,208351
2025-06-20,3.65,3.69,3.59,3.64,3.64,208488
2025-06-23,3.65,3.69,3.59,3.64,3.64,208625
2025-06-24,3.66,3.70,3.60,3.65,3.65,208762
2025-06-25,3.68,3.72,3.62,3.67,3.67,208899
2025-06-26,3.71,3.75,3.65,3.70,3.70,209036
2025-06-27,3.68,3.72,3.62,3.67,3.67,209173
2025-06-30,3.66,3.70,3.60,3.65,3.65,209310
2025-07-01,3.65,3.69,3.59,3.64,3.64,209447
2025-07-02,3.65,3.69,3.59,3.64,3.64,209584
2025-07-03,3.66,3.70,3.60,3.65,3.65,209721
2025-07-04,3.68,3.72,3.62,3.67,3.67,209858
2025-07-07,3.71,3.75,3.65,3.70,3.70,209995
2025-07-08,3.68,3.72,3.62,3.67,3.67,210132
2025-07-09,3.66,3.70,3.60,3.65,3.65,210269
2025-07-10,3.65,3.69,3.59,3.64,3.64,210406
2025-07-11,3.65,3.69,3.59,3.64,3.64,210543
2025-07-14,3.66,3.70,3.60,3.65,3.65,210680
2025-07-15,3.68,3.72,3.62,3.67,3.67,210817
2025-07-16,3.71,3.75,3.65,3.70,3.70,210954
2025-07-17,3.68,3.72,3.62,3.67,3.67,211091
2025-07-18,3.66,3.70,3.60,3.65,3.65,211228
2025-07-21,3.65,3.69,3.59,3.64,3.64,211365
2025-07-22,3.65,3.69,3.59,3.64,3.64,211502
2025-07-23,3.66,3.70,3.60,3.65,3.65,211639
2025-07-24,3.68,3.72,3.62,3.67,3.67,211776
2025-07-25,3.71,3.75,3.65,3.70,3.70,211913
2025-07-28,3.68,3.72,3.62,3.67,3.67,212050
2025-07-29,3.66,3.70,3.60,3.65,3.65,212187
2025-07-30,3.65,3.69,3.59,3.64,3.64,212324
2025-07-31,3.65,3.69,3.59,3.64,3.64,212461
2025-08-01,3.66,3.70,3.60,3.65,3.65,212598
2025-08-04,3.68,3.72,3.62,3.67,3.67,212735
2025-08-05,3.71,3.75,3.65,3.70,3.70,212872
2025-08-06,3.68,3.72,3.62,3.67,3.67,213009
2025-08-07,3.66,3.70,3.60,3.65,3.65,213146
2025-08-08,3.65,3.69,3.59,3.64,3.64,213283
2025-08-11,3.65,3.69,3.59,3.64,3.64,213420
2025-08-12,3.66,3.70,3.60,3.65,3.65,213557
2025-08-13,3.68,3.72,3.62,3.67,3.67,213694
2025-08-14,3.71,3.75,3.65,3.70,3.70,213831
2025-08-15,3.68,3.72,3.62,3.67,3.67,213968
2025-08-18,3.66,3.70,3.60,3.65,3.65,214105
2025-08-19,3.65,3.69,3.59,3.64,3.64,214242
2025-08-20,3.65,3.69,3.59,3.64,3.64,214379
2025-08-21,3.66,3.70,3.60,3.65,3.65,214516
2025-08-22,3.68,3.72,3.62,3.67,3.67,214653
2025-08-25,3.71,3.75,3.65,3.70,3.70,214790
2025-08-26,3.68,3.72,3.62,3.67,3.67,214927
2025-08-27,3.66,3.70,3.60,3.65,3.65,215064
2025-08-28,3.65,3.69,3.59,3.64,3.64,215201
2025-08-29,3.65,3.69,3.59,3.64,3.64,215338
2025-09-01,3.66,3.70,3.60,3.65,3.65,215475
2025-09-02,3.68,3.72,3.62,3.67,3.67,215612
2025-09-03,3.71,3.75,3.65,3.70,3.70,215749
2025-09-04,3.68,3.72,3.62,3.67,3.67,215886
2025-09-05,3.66,3.70,3.60,3.65,3.65,216023
2025-09-08,3.65,3.69,3.59,3.64,3.64,216160
2025-09-09,3.65,3.69,3.59,3.64,3.64,216297
2025-09-10,3.66,3.70,3.60,3.65,3.65,216434
2025-09-11,3.68,3.72,3.62,3.67,3.67,216571
2025-09-12,3.71,3.75,3.65,3.70,3.70,216708
2025-09-15,3.68,3.72,3.62,3.67,3.67,216845
2025-09-16,3.66,3.70,3.60,3.65,3.65,216982
2025-09-17,3.65,3.69,3.59,3.64,3.64,217119
2025-09-18,3.65,3.69,3.59,3.64,3.64,217256
2025-09-19,3.66,3.70,3.60,3.65,3.65,217393
2025-09-22,3.68,3.72,3.62,3.67,3.67,217530
2025-09-23,3.71,3.75,3.65,3.70,3.70,217667
2025-09-24,3.68,3.72,3.62,3.67,3.67,217804
2025-09-25,3.66,3.70,3.60,3.65,3.65,217941
2025-09-26,3.65,3.69,3.59,3.64,3.64,218078
2025-09-29,3.65,3.69,3.59,3.64,3.64,218215
2025-09-30,3.66,3.70,3.60,3.65,3.65,218352
2025-10-01,3.68,3.72,3.62,3.67,3.67,218489
2025-10-02,3.71,3.75,3.65,3.70,3.70,218626
2025-10-03,3.68,3.72,3.62,3.67,3.67,218763
2025-10-06,3.66,3.70,3.60,3.65,3.65,218900
2025-10-07,3.65,3.69,3.59,3.64,3.64,219037
2025-10-08,3.65,3.69,3.59,3.64,3.64,219174
2025-10-09,3.66,3.70,3.60,3.65,3.65,219311
2025-10-10,3.68,3.72,3.62,3.67,3.67,219448
2025-10-13,3.71,3.75,3.65,3.70,3.70,219585
2025-10-14,3.68,3.72,3.62,3.67,3.67,219722
2025-10-15,3.66,3.70,3.60,3.65,3.65,219859
2025-10-16,3.65,3.69,3.59,3.64,3.64,219996
2025-10-17,3.65,3.69,3.59,3.64,3.64,220133
2025-10-20,3.66,3.70,3.60,3.65,3.65,220270
2025-10-21,3.68,3.72,3.62,3.67,3.67,220407
2025-10-22,3.71,3.75,3.65,3.70,3.70,220544
2025-10-23,3.68,3.72,3.62,3.67,3.67,220681
2025-10-24,3.66,3.70,3.60,3.65,3.65,220818
2025-10-27,3.65,3.69,3.59,3.64,3.64,220955
2025-10-28,3.65,3.69,3.59,3.64,3.64,221092
2025-10-29,3.66,3.70,3.60,3.65,3.65,221229
2025-10-30,3.68,3.72,3.62,3.67,3.67,221366
2025-10-31,3.71,3.75,3.65,3.70,3.70,221503
2025-11-03,3.68,3.72,3.62,3.67,3.67,221640
2025-11-04,3.66,3.70,3.60,3.65,3.65,221777
2025-11-05,3.65,3.69,3.59,3.64,3.64,221914
2025-11-06,3.65,3.69,3.59,3.64,3.64,222051
2025-11-07,3.66,3.70,3.60,3.65,3.65,222188
2025-11-10,3.68,3.72,3.62,3.67,3.67,222325
2025-11-11,3.71,3.75,3.65,3.70,3.70,222462
2025-11-12,3.68,3.72,3.62,3.67,3.67,222599
2025-11-13,3.66,3.70,3.60,3.65,3.65,222736
2025-11-14,3.65,3.69,3.59,3.64,3.64,222873
